,Artist,Title,Album,Year,Date,Lyric
33,Alan Walker,Believers,,2021,"May 14, 2021","They said I needed something in my life
Said I was doing dumb shit all the time
'Cause broken dreams won't pay your bills at all
I heard it was the wrong things I get right
I blame it on the monsters in my mind
With stories from outside these prison walls
'Cause even if we're hopeless
And we know that this will hurt
Tomorrow is just a word
And they can't control
Believers
Let's raise a toast, enjoy the show
We are believers
So incomplete, yet all we need
Believers
Let's raise a toast, enjoy the show
I said I wouldn't run but I'm terrified
Headed for the sun but I'm scared of heights
So you and me go falling through the dark
You told me be someone that I like
Instead of being someone in their eyes
Your battle scars make you look like a star
'Cause even if we're hopeless
And we know that this will hurt
Tomorrow is just a word
And they can't control
Believers
Let's raise a toast, enjoy the show
We are believers
So incomplete, yet all we need
We are believers
Let's raise a toast, enjoy the show
Want you to know that (Believer)
They can't control it (Believer)
Want you to know that (Believer)
They can't control it (They can't)
Want you to know that (Believer)
They can't control it (Believer)
Want you to know that (Believer)
They can't control it
No, they can't control"
34,Alan Walker,Heart over Mind,,2023,"November 9, 2023","I should've locked the door
Pinned myself to the floor
Made someone cover my eyes
'Cause when the devil's on my left tellin' me to go ahead
You're right back in my mind
I'm a human tug of war
How do I cut the cord?
Feel like I'm stumbling blind
And with the angel on my right tellin' me to pick a side tonight
Too hard to fight
Heart over mind
Oh, you make me wanna throw my body into the fire
Should've known better 'cause you're dangerous
A painful love
Too nice, too hard to fight
Heart over mind
Oh, you make me wanna take you in and swallow my pride
Should've known better 'cause you're dangerous, a painful love
Too nice, too hard to find
Heart over mind, oh
La-da-da-da-da-da, oh
Too nice, too hard to find, heart over mind
You should've stayed away, known what a mess you've made
Said it's a bad idea (Such a bad idea)
Should've picked kindness over cruel
What a stupid thing to do
Now I, I can't rewind
Heart over mind
Oh, you make me wanna throw my body into the fire
Should've known better 'cause you're dangerous
A painful love
Too nice, too hard to fight
Heart over mind
Oh, you make me wanna take you in and swallow my pride
Should've known better 'cause you're dangerous, a painful love
Too nice, too hard to find
Heart over mind, oh
La-da-da-da-da-da, oh
Too nice, too hard to fight, heart over mind
La-da-da-da-da-da, la-da-da-da-da-da, la-da-da-da-da-da
Should've known better 'cause you're dangerous, a painful love
Too nice, too hard to find, heart over mind"
35,Alan Walker,The Drum,,2022,"April 29, 2022","Ooh, I can't pretend
Like you didn't bring my tempo up again (Tempo up again)
My head's in a spin
You send my body to a place it's never been
Baby, won't you let me
Keep you up all night, let the morning come closer
You send me so high now, the ceiling can't hold us
Listen to my heart, let the rhythm control ya
I'll be there when you need my love
Just follow the beat of my drum (Drum, drum, drum, drum, drum)
It goes um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Just follow the beat of my drum
Ooh, I can't pretend
Like I didn't let your love go to my head, ah-ah, mm-mm
Ooh, I'm in a spin
You send my body to a place it's nеver been, ah-ah
Whoa-oh, oh no, thinkin' about you, makin' my body behave so
Crazy, ooh, you makе me wanna sway slow
You push up on me, baby, you got me for days, oh, you do
Baby, won't you let me
Keep you up all night, let the morning come closer
You send me so high now, the ceiling can't hold us
Listen to my heart, let the rhythm control ya
I'll be there when you need my love
Just follow the beat of my drum (Drum, drum, drum, drum, drum)
It goes um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Whoa-oh, oh no, thinkin' about you, makin' my body behave so
Crazy, ooh, you make me wanna sway slow
You push up on me, baby, you got me for days, oh, you do
Just follow the beat of my drum
Pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa
It goes um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum, pum-pa-pum-pum
Um-pa-pum-pa-pum, pum-pa-pum
Just follow the beat of my drum"
36,Alan Walker,Sweet Dreams,,2021,"June 11, 2021","Beat, ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
You're like the mist in the morning
You're a moment, body warming
I can't resist where you're going
Make me an ocean, overflow it
Sweet dreams of your love
Keeping me up, can't get enough
Sweet dreams of your touch
Do what you want, just keep it up
To the rhythm of the beat
Ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
Ba-ba-ba
To the rhythm of the beat
Ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Waves, as they roll in
As they're growing, can't control 'em
Caught in a haze up on the ceiling
You got me feeling, I must be dreaming
Sweet dreams of your lovе
Keeping me up, can't get enough
Sweet drеams of your touch
Do what you want, just keep it up
To the rhythm of the beat
Ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
To the rhythm of the beat
Ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
Ba-ba-ba
To the rhythm of the beat
Ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
Ba-ba-ba
To the rhythm of the beat
Ba-ba-ba-dum-dum
Ba-ba-ba-dum-dum
Beat, ba-ba-ba-dum-dum
Ba-ba-ba
To the rhythm of the"
37,Alan Walker,World We Used to Know,,2021,"November 12, 2021","Wild, wild, wild horses tell me, where did they all go?
They used to run, used to run, used to run right here
And all I see is an empty road
Wild, wild, wild roses tell me, where did they all go?
When I was young, I was young, they would spread like fire
And now the roots don't know where to grow
Did it come overnight or did it come on slow?
It’s out of our hands and it's out of control
I don't think that this is the world we used to know
Is the world we used to know
Wide, wide, wide oceans tell me, where do you lead?
When the sun and the sky come to meet at night
I wonder, would you carry me?
Why won’t you tell me if I'm on my own
You used to be, used to be, used to be right here
And now I don't know where to go
Did it come overnight or did it come on slow?
It's out of our hands and it's out of control
I don't think that this is the world we used to know
Is the world we used to know
I could show you places that we had
In the world we used to know
Take me home and show me love can last
There's a world we used to know
Did it come overnight or did it come on slow?
It's out of our hands and it’s out of control
I don’t think that this is the world we used to know
Is the world we used to know"
38,Alan Walker,Faded (Luke Christopher Remix),,2016,"April 28, 2016","Where are you now? Atlantis
Under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded
(Yeah)
Honestly, you probably shouldn't listen to a word I say
'Cause girl, I feel like I've been dizzy for days
Would you do it if I asked you to stay
Or would you tell me it's a little too late?
'Cause if it is I'd be happy to fade
Said I'd pick a better time and a place, yeah
But if it's not and you still got monsters
My demons would be happy to play
Just look at everyone's faces, you know that they faded
Always escaping, I did too much taking
Now when you say shit, it feels it's nothin' like
When I had you, girl, at least I had somethin' right
Deep like the ocean, seizing the moment
My cards are showing
Where are you now? Atlantis
Under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded
And I don't mean to put on the pressure
But if you ever wanna do it to me again
I probably would let ya
And I know it's a little bit extra
To say that I'm messed up's an understatement
It's time that I let go, I'm done with hatin'
I hear music having me blasting
Life is steadily passing, baby, I'm not exaggeratin'
So I'ma keep deep diving
Just to see you, where you hidin'?
And if you aren't in the sea
I just wait until I dream just to see if I can find you
Where are you now? Atlantis
Under the sea, under the sea
Where are you now? Another dream
The monster's running wild inside of me
I'm faded, I'm faded
So lost, I'm faded, I'm faded
So lost, I'm faded"
39,Alan Walker,Hello World,,2022,"March 4, 2022","All my life, I've been walking on my own
Along the lonely road of the heart
On my side, I got symphonies and songs
To help me find my way through the dark
Oh, six in the morning with nowhere to go
Sing hello world it feels so good to be home
Lost in the dark, but I'll never be alone
Sing hello world it feels so good to be home
(Sing hello world it feels so good to be home)
Hello, hello, hello world
I open my eyes and said hello to the world (Hello to the world)
Hello, hello, hello world
I open my еyes and said hello to the world
All night long, I'vе been talking to myself
The voices in my head don't cry
On my mind, I become somebody else
So this is how it feels to say goodbye
Oh, six in the morning with nowhere to go
Sing hello world it feels so good to be home
Lost in the dark, but I'll never be alone
Sing hello world it feels so good to be home
Hello, hello, hello world
I open my eyes and said hello to the world (Hello to the world)
Hello, hello, hello world
(I open my eyes and said hello to the
world)"
40,Alan Walker,Barcelona,,2024,"June 13, 2024","Català
La-la-la-lai
La-la-la-lai
La-la-la-lai
I found my feet again and now I need to teach them how to run
I found the beat I lost when you left in the chorus of a song
(La-la-la-lai, la-la-la-lai)
I left the anger I was feeling at a bar in Barcelona
Another brick, another wall
And any day now I'll be okay, I won't miss you anymore
La-la-la-lai
I'm gonna dance until I dance you off my mind
La-la-la-la-la-lai, la-la-la-lai
I'm gonna sing until I sing you out of sight
La-la-la-la-la-lai, la-la-la-lai
I'm gonna walk until I walk you out the door
La-la-la-la-la-lai, la-la-la-lai
And any day now I'll be okay in the night
I won't miss you anymore
(Barcelona)
(Barcelona)
Spoke to the people on the beaches where we used to sit alone
La-la-la-lai
Swam in the deep end of the ocean and I threw away my phone
La-la-la-lai, la-la-la-lai
I kissed a girl who don't resemble you at all in Barcelona
Another step, another shore
And any day now I'll be okay, I won't miss you anymore
La-la-la-lai
I'm gonna dance until I dance you off my mind
La-la-la-la-la-lai, la-la-la-lai
I'm gonna sing until I sing you out of sight
La-la-la-la-la-lai, la-la-la-lai
I'm gonna walk until I walk you out the door
La-la-la-la-la-la, la-la-la-la
And any day now I'll be okay in the night
Won't miss you anymore
(Barcelona)
(Barcelona)
I left the love you gave to me out on the streets of Barcelona
Another step, another try
And any day now, I'm gonna dance you off my mind
La-la-la-lai
I'm gonna dance until I dance you off my mind
La-la-la-la-la-lai, la-la-la-lai
I'm gonna sing until I sing you out of sight
La-la-la-la-la-lai, la-la-la-lai
I'm gonna walk until I walk you out the door
La-la-la-la-la-lai, la-la-la-lai
And any day now I'll be okay in the night
Won't miss you anymore"
41,Alan Walker,Shut Up,,2022,"November 18, 2022","You're miserable inside your mind (Oh my, oh my)
Been dancing circles 'round your lies (Oh my, oh my)
It's stepping on the dreams of everyone you meet
This stupidness will get you high
Why don't you just shut up?
I'm telling you, we've had enough of
You and all your bullshit
We've heard it all before
Why don't you just shut up?
I know you gotta come, but so what?
Won't catch you on the fall, 'cause
You can't hurt us anymore
Why don't you just–?
Why don't you just shut up?
Why don't you just shut up?
I wonder what happened to you (Oh my, oh my)
To make you wanna spin the truth (All night, all night)
You sink your teeth, insult to injury, and we watch
Your high horse running on the loose
Why don't you just shut up?
I'm telling you, we've had enough of
You and all your bullshit
We've heard it all before (Oh, yeah)
Why don't you just shut up?
I know you gotta come, but so what?
Won't catch you on the fall, 'cause
You can't hurt us anymore
Why don't you just–?
Why don't you just shut up?
Why don't you just shut up?
Why don't you, please, why don't you just shut up?"
42,Alan Walker,Somebody Like U,,2022,"June 17, 2022","हिन्दी (Hindi)
(Ooh-ooh-ooh, ooh-ooh-ooh)
(Ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh)
Reflections in the mirror, bathroom light
Both hands on the sink, I'm holdin' tight
Why are you still glued in my mind?
Silly little me can't win this fight
Even though I know that you are far gone
And instead of maybe moving on
I'm catchin' these feelings, holdin' on to the pieces
It's hittin' me hard now that I'm
Dancin' with somebody like you
Lose myself in every move
Oh, I hate the things you're makin' me do
Somebody like you
It hurts like hell
Searching for you in someone else
But I can't help myself, I do
Somebody like you
Looking for your Prius in the parking lot
I know it's not there, but it's all I got
Rain is pouring down, drownin' my thoughts
I guess you found yourself another spot
Even though I know that you are far gone
And instead of maybe moving on
I'm catchin' these feelings, holdin' on to the pieces
It's hittin' me hard now that I'm
Dancin' with somebody like you
Lose myself in every move
Oh, I hate the things you're makin' me do
Somebody like you
It hurts like hell
Searching for you in someone else
But I can't help myself, I do
Somebody like you
Somebody like you
Oh, I hate the things you're makin' me do
Somebody like you"
43,Alan Walker,"Me, Myself and The Night",,2025,"May 30, 2025","Waking up, it's cold, oh, where did you go? Did you leave me?
Nothing is the same, nothing is the way it used to be
Memories were here, but they disappeared into the unknown
Little did I know, I was never really on my own
Got the bright sun shining down on me
Got a million stars in the sky
When the darkness holds me, I don't feel alone
Just me, myself and the night
Got the silver strings from the pale moon light
Got the empty streets and they'rе mine
When the darknеss holds me I don't feel alone
Just me, myself and the night
Just me, myself and the night
Desolate and strange if someone calls my name, will I hear it?
A thousand miles away, an echo out of range so far from me
Static in the air, is anybody there beside the north wind?
Little did I know, I was never really on my own
Got the bright sun shining down on me
Got a million stars in the sky
When the darkness holds me, I don't feel alone
Just me, myself and the night
Got the silver strings from the pale moon light
Got the empty streets and they're mine
When the darkness holds me, I don't feel alone
Just me, myself and the night
Oh sweet satellite
I'll make a wish on you when you pass through
I don't wanna do this alone
No more
Oh, oh, oh
Just me, myself and the night
Got the bright sun shining down on me
Got a million stars in the sky
When the darkness holds me, I don't feel alone
Just me, myself and the night
Got the silver strings from the pale moon light
Got the empty streets and they're mine
When the darkness holds me, I don't feel alone
Just me, myself and the night
Oh, oh, oh
Just me, myself and the night"
44,Alan Walker,Old Habits,,2025,"August 8, 2025","All is said and done, but it was fun, breaking us to pieces
Try too hard to stay apart, but we love this feeling
But now I see you again
I've been telling my friends that I'm quitting this habit
Vente a mi casa después
Pecamos más de una vez
De mi cabeza no sales
We'll go down in history
Worst the world has ever seen
But wasn't if I'm tearing everything up
Oh what a mess we made
Made some toxic memories
When nights were young and so were we
But wasn't if I'm tearing everything up
Oh what a mess wе made
Oh what a mess we madе
Oh what a mess we made
Farru, ooh
Histórico fue lo que viví
El tiempo que pasé junto a ti
Y nadie me ha hecho sentir lo que sentí junto a ti
Farru
Somos una pieza, una obra del destino
No fue casualidad cruzarno’ en el camino
Eres música clásica pa’ mis oídos
Tú eres un mantra disfrazado de sonido
Me llevas en un viaje
Cuando te quitas el traje
Somos dos fieras salvajes
Pero nos faltó coraje
We'll go down in history
Worst the world has ever seen
But wasn't if I'm tearing everything up
Oh what a mess we made
Made some toxic memories
When nights were young and so were we
But wasn't if I'm tearing everything up
Oh what a mess we made
Oh what a mess we made
Oh what a mess we made"
45,Alan Walker,In Your Eyes,,2024,"May 30, 2024","I could never live without your love
Hold me close don't ever let me go
Something happens when I'm close to you
All my troubles they all start to fade
That's the feeling that I hold onto
And what always gets me through the day
When I'm lost in the madness and I can't break free
When the world's on my shoulders I still believe
In the flame in the fire lift me up and kiss the sky
There's a way there's a light
Cause I've got everything I need in your eyes
Yeah yeah
Dalam setiap langkahku kusebutkan namamu
Dalam tiap lelahku kubutuhkan matamu
Kaulah energi dan renemy bentengku dari enemy forever ever
Dunia takkan bisa mengerti cinta yang seperti ini will never ever
When I'm lost in the madness and I can't break free
When the world's on my shoulders I still believe
In the flame in the fire lift me up and kiss the sky
There's a way there's a light
Cause I've got everything I need in your eyes"
46,Alan Walker,Unsure,,2024,"May 2, 2024","Not a winner, not a loser, neither rich nor poor
I am just a dreamer chasing something more
Oh, I'm on my way till I find what I'm searching for
Only thing I know is that I'm so unsure
I think I'm jaded, I let life get to my head
I'll stop complaining, I'll overthink it instead
This game is draining, so tell me when does it end? Oh, end
Hot than cold is getting old and nothing left is fun
High to low, it's yes and no, I don't know what I want
Not a winner, not a loser, neither rich nor poor
I am just a dreamer chasing something more
Oh, I'm on my way till I find what I'm searching for
Only thing I know is that I'm so unsure
Not doing good, but not really doing that bad
Oh, I'm not happy, but I'm not really that sad
And if I'm honest, yeah, I'll admit I'm a mess, I'm a mess
Hot than cold is getting old and nothing left is fun
High to low, it's yes and no, I don't know what I want
Not a winner not a loser, neither rich nor poor
I am just a dreamer chasing something more
Oh, I'm on my way till I find what I'm searching for
Only thing I know is that I'm so unsure
So unsure, oh"
47,Alan Walker,Mind Of A Warrior,,2025,"April 24, 2025","Will you stand your ground and show me?
Crawl your way up from the bottom of rock bottom
Promise you will taste the glory
Callin' like the beatin' of a drum
Face to face in front of you
Victory and failure
Will you find the strength to fight?
That's the mind of a warrior
All you got is here and now
Don't let self-doubt keep you down
Will you get back up and fight?
That's the mi-mind of a warrior
(Fight)
Know the road is one less traveled
Where the mirror only shows your greatest weakness
But you'll make it through the battle
Guild your scars and wear 'em like a crown
Face to face in front of you
Victory and failure
Will you find the strеngth to fight?
That's the mind of a warrior
All you got is here and now
Don't lеt self-doubt keep you down
Will you get back up and fight?
That's the mi-mind of a warrior
(Fight)
That's the mind of a warrior
That's the mind of a warrior
Mi-i-ind of a warrior
Mi-i-ind of a warrior
Mi-i-ind of a warrior
Mi-i-ind
That's the mi-mind of a warrior
(Fight)
That's the mind of a warrior
Mi-i-ind of a warrior
Mi-i-ind of a warrior
Mi-i-ind of a warrior
Mi-i-ind of a warrior"
48,Alan Walker,Last Song,,2025,"January 10, 2025","Your words are paper-thin
You play them like a tiny violin
Underneath my skin
I'm falling for the sound with no defense
I, I memorize my favorite lines
And I play 'em over and over again
Time after time, a long goodbye
But it don't have to end
Let the strings play and the bass drum roar
Tell me you'll stay for one more encore
Promise on hearts that you broke, this won't
Be our la-la-la-last song
Let the bells ring, harmonies echo
Carried by wings of thе lies you told
Promise on hearts that you brokе, this won't
Be our la-la-la-last song
Our la-la-la-last song
Hardly catch my breath
Before I'm in the choir like all the rest
Do what you do best
Play on every string inside my chest
Oh, time, yeah, one last time, a long goodbye
But this is where it ends
Let the strings play and the bass drum roar
Tell me you'll stay for one more encore
Promise on hearts that you broke, this won't
Be our la-la-la-last song
Let the bells ring, harmonies echo
Carried by wings of the lies you told
Promise on hearts that you broke, this won't
Be our la-la-la-last song
Our la-la-la-last song
La-la-la-last
Our la-la-la-last song"
49,Alan Walker,Faded (Restrung),,2016,"February 11, 2016","You were the shadow to my light
Did you feel us?
Another star
You fade away
Afraid our aim is out of sight
Wanna see us
Alight
Where are you now?
Where are you now?
Where are you now?
Was it all in my fantasy?
Where are you now?
Were you only imaginary?
Where are you now?
Atlantis
Under the sea, under the sea
Where are you now?
Another dream
The monster's running wild inside of me
I'm faded
I'm faded
So lost, I'm faded
These shallow waters never met
What I needed
I'm letting go
A deeper dive
Eternal silence of the sea
I'm breathing
Alive
Where are you now?
Where are you now?
Under the bright
But faded lights
You set my heart on fire
Where are you now?
Where are you now?
Where are you now?
Where are you now?
Where are you now?
Atlantis
Under the sea, under the sea
Where are you now?
Another dream
The monster's running wild inside of me
I'm faded
I'm faded
So lost, I'm faded"
50,Alan Walker,Endless Summer,,2023,"July 14, 2023","Endless summer
Lost love, now it's back again
I've been right here waiting
One touch and something's in the air
Got my heartbeat racing
I got that feeling again, like it's an endless summer
I got that feeling again, like it's an endless summer
No time for regret, no time for sleep, yeah
Not fucking leaving, when you're with me, yeah
I got that feeling again, like it's an endless summer
I got that feeling again
I got that feeling again
Hands up, raise 'em to the sky (To the sky)
'Cause I got you by my side
It's all love, every singlе time (Single time)
And it takеs me higher
I got that feeling again, like it's an endless summer
I got that feeling again, like it's an endless summer
No time for regret, no time for sleep, yeah
Not fucking leaving, when you're with me, yeah
I got that feeling again, like it's an endless summer
I got that feeling again
Oh, I got that feeling again
Rain, rain, go away, summer's here to stay
Cheers to better days (Endless summer)
Rain, rain, go away, summer's here to stay
Cheers to better days (Ooh)
I got that feeling again, like it's an endless summer
I got that feeling again, like it's an endless summer
No time for regret (No, no), no time for sleep, yeah (Don't sleep, yeah)
Not fucking leaving, when you're with me, yeah
I got that feeling again (That feeling again), like it's an endless summer"
51,Alan Walker,Lily (Slowed Remix),,2022,"July 15, 2022","Lily was a little girl
Afraid of the big, wide world
She grew up within her castle walls
Now and then, she tried to run
And then on a night with the settin' sun
She went in the woods away
So afraid, all alone
They've warned her, don't go there
There's creatures who are hidin' in the dark
Then somethin' came creepin'
It told her, ""Don't you worry, just
Follow everywhere I go
Top of all the mountains or valley low
Give you everything you've been dreamin' of
Just let me in, ooh
Everything you want in gold
I'll be the magic story you've been told
And you'll be safe under my control
Just let me in, ooh""
Just let me in, ooh
She knew she was hypnotized
And walking on cold, thin ice
Then it broke and she awoke again
Then she ran faster and
Start screamin', ""Is there someone out there?
Please help me, come get me""
Behind her, she can hear it say
""Follow everywhere I go
Top of all the mountains or valley low
Give you everything you've been dreamin' of
Just let me in, ooh
Everything you want in gold
I'll be the magic story you've been told
And you'll be safe under my control
Just let me in, ooh""
Just let me in, ooh
Ooh
""Everything you want in gold (Ooh)
I'll be the magic story you've been told
And you'll be safe under my control
Just let me in, ooh""
""Follow everywhere I go
Top of all the mountains or valley low
Give you everything you've been dreamin' of
Just let me in, ooh""
Then she ran faster and
Start screamin', ""Is there someone out there?
Please help me""
""Just let me in, ooh"""
52,Alan Walker,Thick Of It All,,2024,"September 5, 2024","[Chorus: Joe Jonas & Julia Michaels,
Joe Jonas
I know that you're in pain, I wish that I could change it
I know we're in the thick of it all, I know we're in the thick of it all
One, there's no one to blame, two hearts don't break the same way
I know we're in the thick of it all, I know we're in the
thick of it all
[Verse 1: Joe Jonas &
Jon Bellion
Circumstances in the way now, tryin' not to break down, baby
Makes you wanna scream out (
Ah-ah-ah, ah-ah-ah
It's rainin' in your eyes then, you still don’t understand why
It kills the one you raised by (
Ah-ah-ah, ah-ah-ah
[Pre-Chorus: Joe Jonas &
Jon Bellion
I'll be there, I'll be there for you always
Don't be scarеd, I'll be there for you always (
Comе on
I know that you're in pain, I wish that I could change it
I know we're in the thick of it all, I know we're in the thick of it all
One, there's no one to blame, two hearts don't break the same way
I know we're in the thick of it all, I know we're in the thick of it all
[Verse 2: Julia Michaels &
Jon Bellion
Look at my reflection, I know you've got some questions, baby
We both wanna scream out (
Ah-ah-ah, ah-ah-ah
So much of us is missing, everything is different
It kills me every minute (
Ah-ah-ah, ah-ah-ah
[Pre-Chorus: Julia Michaels &
Jon Bellion
I'll be there, I'll be there for you always
Don't be scared, I'll be there for you always (
Come on
I know that you're in pain, I wish that I could change it
I know we're in the thick of it all, I know we're in the thick of it all
One, there's no one to blame, two hearts don't break the same way
I know we're in the thick of it all, I know we're in the thick of it all
[Bridge: Joe Jonas & Julia Michaels,
Jon Bellion
I'll be there, I'll be there for you always (
I'll be there for you
Don't be scared, I'll be there for you always (
I'll always be right there for you
I'll be there, I'll be there for you always (
I know we're in the thick of it all
Don't be scared, I'll be there for you always (
We're in the thick of it all
I know that you're in pain, I wish that I could change it
I know we're in the thick of it all, I know we're in the thick of it all
One, there's no one to blame, two hearts don't break the same way
I know we're in the thick of it all (Thick of it all), I know we're in the thick of it all (Thick of it all)"
53,Alan Walker,Sing Me to Sleep (Marshmello Remix),,2016,"August 4, 2016","Wait a second, let me catch my breath
Remind me how it feels to hear your voice
Your lips are movin', I can't hear a thing
Livin' life as if we had a choice
Anywhere, anytime
I would do anything for you
Anything for you
Yesterday got away
Melodies stuck inside your head
A song in every breath
Sing me to sleep now
Sing me to sleep
Won't you sing me to sleep now?
Sing me to sleep
A song in every breath
Remember me now, time cannot erase
I can hear your whispers in my mind
I've become what you cannot embrace
Our memory will be my lullaby
Sing me to sleep now
Sing me to sleep
Won't you sing me to sleep now?
Sing me to sleep
A song in every breath
Sing me to sleep
Sing me to sleep
Won't you sing me to sleep?
Sing me to sleep now
Sing me to sleep now
Sing me to sleep
Won't you sing me to sleep now?
Sing me to sleep"
54,Alan Walker,Don’t You Hold Me Down,,2021,"August 27, 2021","(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
I've been feelin' all the pressure
I'd been lookin' for a sign, mmm
I don't love you any lesser
I just need a little time
I'm sorry but for real
Don't wanna be tied up
Don't wanna feel too much
There's things I wanna do, oh no don't
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
I've been waitin' for a lifetime
I don't wanna miss a chance, mmm
All my visions coming to life
And you know I got bigger plans
I'm sorry but for real
Don't wanna be tied up
Don't wanna feel too much
There's things I wanna do, oh no don't
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
Ooh, ooh
Don't you hold me, hold me now
Slow me, slow me down
Ooh, ooh
Don't you hold me, hold me now
Slow me, slow me down
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)
(Do-, do-, do-, do-, don't, don't)
(Don't you hold me down)"
55,Alan Walker,Intro,,2018,"December 14, 2018","The first track off of Alan Walker’s debut album Different World was first teased in the trailer of Different World.
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh
Ahh-ahh-ahh, ahh-ahh"
56,Alan Walker,All Falls Down (K-391 Remix),,2017,"December 1, 2017","What's the trick I wish I knew
I'm so done with thinking through
All the things I could've been
And I know you wonder too
All it takes is that one look you do
And I run right back to you
U crossed the line
& it's time to say f-u!
What’s the point in saying that
When u know how I’ll react
U think u can just take it back
But shit just don’t work like that
You’re the drug that I’m addicted to
And I want you so bad
Guess I’m stuck
With you
And that’s that
Cus when it all falls down, then whatever
When it don’t work out for the better
If we just ain’t right and it’s time to say goodbye
When it all falls down
When it all falls down
I’ll be fine
I’ll be fine
I’ll be fine
You’re the drug that I’m addicted to
And I want you so bad
But I’ll be fine
Why we fight, I don’t know
We say what hurts the most
Oh, I try
Staying cold
But you take it personal
All this firing shots
And making grounder
It’s way too hard to cope
But I still
Can’t let
You go
All Falls Down
All Falls Down
All Falls Down
All Falls Down"
